Ticket ID,Issue Type,Case Owner,Street Address,City,Zip / Postal Code,Neighborhood / District / Ward / etc.,Ticket Created Date / Time,Ticket Closed Date / Time,Latitude,Longitude,Method Received
17-10487313,SIDEWALK BROKEN / RAISED,Public_Works_Road_And_Bridges-16-60,6426 NW 199TH LN,Miami_Dade_County,33015,District 1,12/26/2017 11:46:00 AM,12/30/2017 12:00:00 AM,25.95174,-80.306997,XTERFACE
17-10485934,OVERGROWTH (SWALE / R-O-W / MEDIAN) (RAAM),RAAM-27-93,NW 71ST ST & NW 37TH AVE,Miami_Dade_County,33147,District 2,12/26/2017 11:47:04 AM,12/26/2017 11:50:11 AM,25.838117,-80.257814,PHONE
17-10485940,PET ACCOUNT UPDATE,Animal_Services,81 W 41ST ST,City_of_Hialeah,33012,District 13,12/26/2017 11:47:55 AM,12/27/2017 09:07:42 AM,25.859748,-80.284318,PHONE
17-10487315,SIDEWALK BROKEN / RAISED,Public_Works_Road_And_Bridges-16-60,20001 NW 63RD AVE,Miami_Dade_County,33015,District 1,12/26/2017 11:50:00 AM,12/26/2017 12:00:00 AM,25.953523,-80.304863,XTERFACE
17-10487316,SIDEWALK BROKEN / RAISED,Public_Works_Road_And_Bridges-16-60,6416 NW 200TH ST,Miami_Dade_County,33015,District 1,12/26/2017 11:51:00 AM,12/30/2017 12:00:00 AM,25.95242,-80.307141,XTERFACE
17-10487317,SIDEWALK BROKEN / RAISED,Public_Works_Road_And_Bridges-16-60,20038 NW 65TH CT,Miami_Dade_County,33015,District 1,12/26/2017 11:54:00 AM,12/30/2017 12:00:00 AM,25.953755,-80.308973,XTERFACE
17-10487318,SIDEWALK BROKEN / RAISED,Public_Works_Road_And_Bridges-16-60,20032 NW 63RD CT,Miami_Dade_County,33015,District 1,12/26/2017 11:56:00 AM,12/30/2017 12:00:00 AM,25.954126,-80.306048,XTERFACE
17-10485974,TETHERED DOG,Animal_Services,1780 SE 19TH TER,City_of_Homestead,33035,District 9,12/26/2017 11:57:06 AM,01/08/2018 09:14:41 AM,25.453697,-80.447763,PHONE
17-10485988,INJURED ANIMAL,Animal_Services,1021 NW 1ST ST,City_of_Miami,33128,District 5,12/26/2017 12:02:00 PM,12/26/2017 12:54:39 PM,25.774771,-80.211935,PHONE
17-10485991,PET ACCOUNT UPDATE,Animal_Services,1830 MERIDIAN AVE,City_of_Miami_Beach,33139,District 5,12/26/2017 12:03:01 PM,12/27/2017 09:02:55 AM,25.794448,-80.137007,PHONE
17-10485997,ANIMAL CRUELTY INVESTIGATION,Animal_Services,19820 NW 47TH PL,Miami_Dade_County,33055,District 1,12/26/2017 12:04:35 PM,01/07/2018 04:51:13 PM,25.953798,-80.280056,PHONE
17-10486001,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,6435 SW 52ND ST,Miami_Dade_County,33155,District 7,12/26/2017 12:05:38 PM,01/03/2018 05:33:05 PM,25.722312,-80.298947,WEB
17-10486007,DEAD ANIMAL PICKUP MD,Animal_Services,NW 22ND AVE & NW 91ST ST,Miami_Dade_County,33147,District 2,12/26/2017 12:07:16 PM,12/27/2017 12:54:36 PM,25.857311,-80.233952,PHONE
17-10486008,DEAD ANIMAL PICKUP MD,Animal_Services,30120 SW 152ND AVE,Miami_Dade_County,33033,District 8,12/26/2017 12:07:44 PM,12/27/2017 01:23:01 PM,25.487195,-80.43683,PHONE
17-10486010,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,Public_Works_Traffic_Engineering-10-60,DEERING BAY DR & OLD CUTLER RD,City_of_Pinecrest,33156,District 7,12/26/2017 12:07:52 PM,12/26/2017 12:20:05 AM,25.645451,-80.291168,PHONE
17-10486023,STRAY DOG PICK UP - MD,Animal_Services,19623 SW 103RD CT,Town_of_Cutler_Bay,33157,District 8,12/26/2017 12:11:57 PM,12/30/2017 12:36:32 PM,25.584785,-80.361369,PHONE
17-10486045,STRAY / DOG-AT-LARGE,Animal_Services,836 SW 8TH PL,City_of_Florida_City,33034,District 9,12/26/2017 12:17:39 PM,01/19/2018 12:55:16 PM,25.439095,-80.489996,PHONE
17-10486049,DEAD ANIMAL PICKUP MD,Animal_Services,3119 SW 139TH CT,Miami_Dade_County,33175,District 11,12/26/2017 12:19:25 PM,12/26/2017 01:10:36 PM,25.738737,-80.420623,PHONE
17-10486056,LOST PET,Animal_Services,1555 NE 181ST ST,City_of_North_Miami_Beach,33162,District 4,12/26/2017 12:20:45 PM,12/27/2017 01:50:37 PM,25.942456,-80.169689,PHONE
17-10486065,RAAM CONTRACTOR COMPLAINTS,RAAM-27-93,5801 SW 89TH CT,Miami_Dade_County,33173,District 10,12/26/2017 12:23:08 PM,01/02/2018 02:46:11 PM,25.714516,-80.339374,PHONE
17-10486068,BREEDER / PET STORE COMPLAINTS AND INSPECTIONS,Animal_Services,1165 W 49TH ST,City_of_Hialeah,33012,District 13,12/26/2017 12:24:30 PM,01/30/2018 12:31:30 PM,25.867151,-80.305969,WEB
17-10486071,PET ACCOUNT UPDATE,Animal_Services,5132 NW 4TH TER,City_of_Miami,33126,District 6,12/26/2017 12:25:15 PM,12/27/2017 09:08:45 AM,25.776089,-80.278682,PHONE
17-10486084,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,6354 SW 35TH ST,Miami_Dade_County,33155,District 6,12/26/2017 12:25:28 PM,01/08/2018 05:39:05 PM,25.73741,-80.298093,XTERFACE
17-10486079,TREE REMOVAL (RAAM),RAAM-27-93,SW 80TH ST & SW 88TH CT,Miami_Dade_County,33173,District 7,12/26/2017 12:26:44 PM,,25.694959,-80.336352,EMAIL
17-10486101,ILLEGAL DUMPING / LITTER,COM_Code_Enforcement,299 NW 39TH ST,City_of_Miami,33127,District 3,12/26/2017 12:31:45 PM,01/04/2018 11:46:38 AM,25.812686,-80.201323,PHONE
17-10486134,TREE REMOVAL (RAAM),RAAM-27-93,1335 SW 94TH CT,Miami_Dade_County,33174,District 10,12/26/2017 12:38:03 PM,12/28/2017 12:29:27 PM,25.756532,-80.348788,PHONE
17-10486139,PET ACCOUNT UPDATE,Animal_Services,13300 NW 97TH AVE,City_of_Hialeah_Gardens,33018,District 12,12/26/2017 12:40:04 PM,12/27/2017 09:00:07 AM,25.892935,-80.357363,PHONE
17-10486143,PET ACCOUNT UPDATE,Animal_Services,930 E 14TH PL,City_of_Hialeah,33010,District 6,12/26/2017 12:41:18 PM,12/27/2017 08:58:39 AM,25.835473,-80.263126,PHONE
17-10486160,SETBACK VIOLATIONS,Regulatory_and_Economic_Resources,3752 SW 62ND AVE,Miami_Dade_County,33155,District 6,12/26/2017 12:42:41 PM,01/06/2018 09:12:05 AM,25.735816,-80.295043,XTERFACE
17-10486154,TREE LEANING (RESET),RAAM-27-93,10970 SW 170TH TER,Miami_Dade_County,33157,District 9,12/26/2017 12:43:48 PM,01/30/2018 07:26:23 AM,25.610361,-80.37114,PHONE
17-10486158,PET ACCOUNT UPDATE,Animal_Services,3600 MYSTIC POINTE DR,City_of_Aventura,33180,District 4,12/26/2017 12:44:33 PM,12/27/2017 08:55:21 AM,25.952747,-80.129342,PHONE
17-10486164,ANIMAL SERVICES DOG TAG CHECK,Animal_Services,765 NE 160TH ST,Miami_Dade_County,33162,District 2,12/26/2017 12:46:40 PM,01/21/2018 11:16:05 AM,25.922352,-80.184616,PHONE
17-10486170,ANIMAL SERVICES DOG TAG CHECK,Animal_Services,150 NW 126TH ST,City_of_North_Miami,33168,District 2,12/26/2017 12:47:54 PM,12/31/2017 05:58:12 PM,25.890178,-80.201857,PHONE
17-10486180,PET ACCOUNT UPDATE,Animal_Services,11541 SW 7TH ST,City_of_Sweetwater,33174,District 12,12/26/2017 12:50:36 PM,12/27/2017 08:50:39 AM,25.762211,-80.383388,PHONE
17-10486212,ANIMAL CRUELTY FOLLOW-UP,Animal_Services,1400 NW 203RD ST,City_of_Miami_Gardens,33169,District 1,12/26/2017 12:58:20 PM,12/30/2017 11:15:56 AM,25.961248,-80.225563,INHOUSE
17-10486218,PET ACCOUNT UPDATE,Animal_Services,9362 SW 171ST AVE,Miami_Dade_County,33196,District 11,12/26/2017 01:00:16 PM,12/27/2017 08:48:55 AM,25.678279,-80.471725,PHONE
17-10486236,TRAFFIC SIGN DOWN DAMAGED FADED MISSING (OTHER THAN CONTROL SIGN),Public_Works_Traffic_Engineering-10-60,SW 132ND AVE & SW 112TH ST,Miami_Dade_County,33186,District 8,12/26/2017 01:05:00 PM,12/26/2017 01:17:05 PM,25.662992,-80.407422,PHONE
17-10486239,STRAY DOG PICK UP - MD,Animal_Services,14411 S BISCAYNE RIVER RD,Miami_Dade_County,33161,District 2,12/26/2017 01:05:41 PM,01/01/2018 10:10:19 AM,25.907494,-80.198531,PHONE
17-10486243,STRAY DOG PICK UP - MD,Animal_Services,10220 SW 35TH ST,Miami_Dade_County,33165,District 10,12/26/2017 01:06:12 PM,12/26/2017 04:02:35 PM,25.737009,-80.36041,PHONE
17-10486248,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,11311 SW 201ST ST,Miami_Dade_County,33189,District 9,12/26/2017 01:07:26 PM,12/26/2017 04:29:30 PM,25.58045,-80.375389,WEB
17-10486251,GRAFFITI - CODE VIOLATION,Regulatory_and_Economic_Resources,775 NE 88TH ST,Miami_Dade_County,33138,District 3,12/26/2017 01:08:29 PM,12/27/2017 09:18:05 AM,25.856188,-80.181427,WEB
17-10486256,SIDEWALK BROKEN / RAISED,Public_Works_Road_And_Bridges-16-60,11311 SW 201ST ST,Miami_Dade_County,33189,District 9,12/26/2017 01:09:19 PM,12/26/2017 04:32:18 PM,25.58045,-80.375389,WEB
17-10486258,ROAD CONSTRUCTION COMPLAINTS,Public_Works_Construction-6-60,12353 NE 16TH AVE (APPROX),City_of_North_Miami,33181,District 2,12/26/2017 01:10:03 PM,,25.889588,-80.166211,PHONE
17-10486261,MINIMUM HOUSING MAINTENANCE,Regulatory_and_Economic_Resources,11860 SW 18TH TER,Miami_Dade_County,33175,District 11,12/26/2017 01:11:11 PM,01/12/2018 01:09:05 PM,25.750969,-80.387938,PHONE
17-10486262,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,11311 SW 201ST ST,Miami_Dade_County,33189,District 9,12/26/2017 01:11:45 PM,,25.58045,-80.375389,WEB
17-10486265,CANAL - CLEANING,Public_Works_Road_And_Bridges-16-60,7851 NW 169TH TER,City_of_Miami_Lakes,33016,District 13,12/26/2017 01:12:02 PM,01/11/2018 12:00:00 AM,25.927361,-80.328526,PHONE
17-10486270,PIT BULL INVESTIGATION,Animal_Services,6230 SW 92ND AVE,Miami_Dade_County,33173,District 10,12/26/2017 01:13:02 PM,,25.710291,-80.342825,PHONE
17-10486271,OVERGROWTH (SWALE / R-O-W / MEDIAN) (RAAM),RAAM-27-93,11311 SW 201ST ST,Miami_Dade_County,33189,District 9,12/26/2017 01:13:26 PM,,25.58045,-80.375389,WEB
17-10486281,COMMERCIAL VEHICLE - UNAUTHORIZED,Regulatory_and_Economic_Resources,10801 SW 105TH AVE,Miami_Dade_County,33176,District 7,12/26/2017 01:14:53 PM,01/13/2018 02:27:05 PM,25.668884,-80.363893,XTERFACE
17-10486282,FAILURE TO OBTAIN ZONING PERMIT,Regulatory_and_Economic_Resources,16300 SW 100TH CT,Miami_Dade_County,33157,District 9,12/26/2017 01:18:16 PM,,25.618095,-80.356163,PHONE
17-10486283,POTHOLE,Public_Works_Road_And_Bridges-16-60,SW 132ND AVE & SW 104TH ST,Miami_Dade_County,33186,District 7,12/26/2017 01:18:20 PM,12/28/2017 12:00:00 AM,25.671066,-80.408225,PHONE
17-10486290,TRAFFIC SIGN PAVEMENT MARKINGS FADED,Public_Works_Traffic_Engineering-10-60,2390 W 12TH AVE,City_of_Hialeah,33010,District 13,12/26/2017 01:19:54 PM,,25.843203,-80.306416,EMAIL
17-10486295,ABANDONED PROPERTY / VEHICLE,Regulatory_and_Economic_Resources,26231 SW 125TH AVE,Miami_Dade_County,33032,District 8,12/26/2017 01:21:17 PM,01/08/2018 12:54:05 PM,25.52292,-80.393698,PHONE
17-10486306,ANIMAL CRUELTY INVESTIGATION,Animal_Services,2175 NE 170TH ST,City_of_North_Miami_Beach,33162,District 4,12/26/2017 01:24:46 PM,01/06/2018 12:46:47 PM,25.932812,-80.15673,WEB
17-10486308,DEAD ANIMAL PICKUP MD,Animal_Services,NE 4TH AVE & NE 159TH ST,Miami_Dade_County,33162,District 2,12/26/2017 01:24:50 PM,12/27/2017 12:55:39 PM,25.921087,-80.191942,PHONE
17-10486314,ANIMAL CRUELTY INVESTIGATION,Animal_Services,30399 SW 197TH AVE,Miami_Dade_County,33030,District 8,12/26/2017 01:28:19 PM,12/27/2017 12:06:46 PM,25.48428,-80.509769,PHONE
17-10486333,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,3030 NW 59TH ST,Miami_Dade_County,33142,District 2,12/26/2017 01:30:28 PM,01/26/2018 10:48:05 AM,25.828117,-80.245699,XTERFACE
17-10486331,DEAD ANIMAL PICKUP MD,Animal_Services,SE LE JEUNE RD & E OKEECHOBEE RD,City_of_Hialeah,33010,District 6,12/26/2017 01:33:04 PM,12/28/2017 02:03:44 PM,25.8111,-80.2647,PHONE
17-10486332,DEAD ANIMAL PICKUP MD,Animal_Services,240 N BISCAYNE RIVER DR,Miami_Dade_County,33169,District 2,12/26/2017 01:33:06 PM,12/31/2017 02:01:29 PM,25.915961,-80.204476,PHONE
17-10486340,OVERGROWTH (SWALE / R-O-W / MEDIAN) (RAAM),RAAM-27-93,26403 SW 135TH CT,Miami_Dade_County,33032,District 9,12/26/2017 01:35:11 PM,,25.521645,-80.410675,PHONE
17-10486345,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,400 NW 117TH ST,Miami_Dade_County,33168,District 3,12/26/2017 01:36:11 PM,01/17/2018 07:12:05 AM,25.881896,-80.205488,IPHONE
17-10486346,ROAD CONSTRUCTION COMPLAINTS,Public_Works_Construction-6-60,8398 SW 120TH ST (APPROX),Miami_Dade_County,33156,District 8,12/26/2017 01:36:44 PM,,25.658789,-80.330535,PHONE
17-10486350,TREE TRIMMING (RAAM),RAAM-27-93,26403 SW 135TH CT,Miami_Dade_County,33032,District 9,12/26/2017 01:37:52 PM,01/04/2018 09:52:04 AM,25.521645,-80.410675,PHONE
17-10486365,BUSINESS PREMISE MAINTENANCE,Regulatory_and_Economic_Resources,1425 NE 163RD ST,Miami_Dade_County,33162,District 4,12/26/2017 01:42:24 PM,12/28/2017 12:12:05 PM,25.925619,-80.172054,PHONE
17-10486367,DEAD ANIMAL PICKUP MD,Animal_Services,2200 NW 90TH ST,Miami_Dade_County,33147,District 2,12/26/2017 01:42:44 PM,12/26/2017 01:44:45 PM,25.856339,-80.234002,INHOUSE
17-10486368,FAILURE TO OBTAIN ZONING PERMIT,Regulatory_and_Economic_Resources,1790 NW 135TH ST,Miami_Dade_County,33167,District 2,12/26/2017 01:42:53 PM,12/29/2017 09:39:05 AM,25.897389,-80.229126,PHONE
17-10486388,ABANDONED PROPERTY / VEHICLE,Regulatory_and_Economic_Resources,1470 NW 77TH TER,Miami_Dade_County,33147,District 3,12/26/2017 01:44:00 PM,01/04/2018 02:24:05 PM,25.844757,-80.222726,XTERFACE
17-10486375,OVERGROWTH (SWALE / R-O-W / MEDIAN) (RAAM),RAAM-27-93,SW 152ND AVE & SW 307TH ST,Miami_Dade_County,33033,District 8,12/26/2017 01:44:32 PM,12/26/2017 01:46:41 PM,25.482318,-80.436417,EMAIL
17-10486377,ILLEGAL DUMPING / LITTER,COM_Code_Enforcement,97 NE 60TH ST,City_of_Miami,33137,District 3,12/26/2017 01:44:55 PM,01/05/2018 03:15:41 PM,25.831101,-80.19445,PHONE
17-10486378,ANIMAL CRUELTY INVESTIGATION,Animal_Services,150 NE 69TH ST,City_of_Miami,33138,District 3,12/26/2017 01:45:03 PM,12/27/2017 12:19:58 PM,25.838283,-80.193191,PHONE
17-10486382,PET ACCOUNT UPDATE,Animal_Services,9711 HAMMOCKS BLVD,Miami_Dade_County,33196,District 11,12/26/2017 01:46:50 PM,12/27/2017 08:53:12 AM,25.675373,-80.436987,PHONE
17-10486384,STRAY / DOG-AT-LARGE,Animal_Services,17229 SW 298TH ST,Miami_Dade_County,33030,District 8,12/26/2017 01:47:01 PM,01/19/2018 12:55:42 PM,25.490035,-80.469805,WEB
17-10486389,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,Public_Works_Traffic_Engineering-10-60,6500 SW 40TH ST,Miami_Dade_County,33155,District 7,12/26/2017 01:48:46 PM,12/26/2017 02:00:06 PM,25.733174,-80.301414,PHONE
17-10486402,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,26205 SW 197TH AVE,Miami_Dade_County,33031,District 8,12/26/2017 01:50:54 PM,01/18/2018 07:03:05 AM,25.522501,-80.50931,XTERFACE
17-10486403,UNAUTHORIZED USE - RESIDENTIAL / BUSINESS,Regulatory_and_Economic_Resources,1790 NW 135TH ST,Miami_Dade_County,33167,District 2,12/26/2017 01:51:25 PM,12/29/2017 09:48:05 AM,25.897373,-80.229125,XTERFACE
17-10486406,TRAFFIC SIGN DOWN DAMAGED FADED MISSING (OTHER THAN CONTROL SIGN),Public_Works_Traffic_Engineering-10-60,5716 NW 165TH TER,City_of_Miami_Lakes,33014,District 13,12/26/2017 01:55:03 PM,12/28/2017 12:00:00 AM,25.923275,-80.293572,ANDROID
17-10486412,ANIMAL CRUELTY INVESTIGATION,Animal_Services,14371 SW 9TH ST,Miami_Dade_County,33184,District 11,12/26/2017 01:57:06 PM,01/18/2018 01:47:34 PM,25.7589,-80.428497,WEB
17-10486425,TRAFFIC SIGNAL STUCK (NOT CHANGING TO ONE OR MORE COLORS),Public_Works_traffic_Signals_And_Signs-15-60,LE JEUNE RD & NW 7TH ST,City_of_Miami,33126,District 6,12/26/2017 02:01:52 PM,01/03/2018 12:00:00 AM,25.778715,-80.264005,PHONE
17-10486433,MINIMUM HOUSING OVA (OPEN/VACANT/ABANDONED),Regulatory_and_Economic_Resources,7700 SW 67TH TER,Miami_Dade_County,33143,District 7,12/26/2017 02:03:36 PM,01/12/2018 10:48:05 AM,25.70691,-80.318448,PHONE
17-10486448,ANIMAL SERVICES DOG TAG CHECK,Animal_Services,8544 NW 14TH AVE,Miami_Dade_County,33147,District 2,12/26/2017 02:08:07 PM,01/20/2018 10:56:02 AM,25.853432,-80.221838,PHONE
17-10486455,SETBACK VIOLATIONS,Regulatory_and_Economic_Resources,8100 SW 89TH PL,Miami_Dade_County,33173,District 7,12/26/2017 02:10:01 PM,,25.693916,-80.33862,XTERFACE
17-10486456,RIGHT OF WAY - MAINTENANCE,Regulatory_and_Economic_Resources,21300 SW 122ND AVE,Miami_Dade_County,33177,District 9,12/26/2017 02:12:13 PM,,25.569035,-80.389776,PHONE
17-10486458,DANGEROUS DOG INVESTIGATION,Animal_Services,5224 ne 3rd ct,City_of_Miami,33137,District 3,12/26/2017 02:12:34 PM,02/01/2018 07:14:43 PM,25.824261,-80.188622,PHONE
17-10486460,STRAY DOG PICK UP - MD,Animal_Services,1723 NW 62ND TER,Miami_Dade_County,33147,District 3,12/26/2017 02:13:28 PM,12/27/2017 10:59:51 AM,25.832429,-80.225456,PHONE
17-10486469,PET ACCOUNT UPDATE,Animal_Services,1701 SW 88TH AVE,Miami_Dade_County,33165,District 10,12/26/2017 02:15:19 PM,12/27/2017 08:43:40 AM,25.75396,-80.33796,PHONE
17-10486470,ANIMAL CRUELTY INVESTIGATION,Animal_Services,13165 SW 132ND TER,Miami_Dade_County,33186,District 9,12/26/2017 02:15:39 PM,01/26/2018 03:17:27 PM,25.644669,-80.40658,PHONE
17-10486472,TRAFFIC SIGNAL BULB BURNED OUT,Public_Works_traffic_Signals_And_Signs-15-60,NW 79TH ST & NW 17TH AVE,Miami_Dade_County,33147,District 2,12/26/2017 02:16:36 PM,12/28/2017 12:00:00 AM,25.846541,-80.225399,PHONE
17-10486482,INJURED ANIMAL,Animal_Services,2145 NW 1ST TER,City_of_Miami,33125,District 5,12/26/2017 02:21:57 PM,12/26/2017 02:57:56 PM,25.774797,-80.229951,PHONE
17-10486484,DANGEROUS DOG INVESTIGATION,Animal_Services,12733 SW 265TH ST,Miami_Dade_County,33032,District 9,12/26/2017 02:22:36 PM,02/01/2018 07:15:25 PM,25.521411,-80.397612,PHONE
17-10486487,ABANDONED PROPERTY / VEHICLE,Regulatory_and_Economic_Resources,13903 SW 124TH AVENUE RD,Miami_Dade_County,33186,District 9,12/26/2017 02:23:58 PM,01/30/2018 01:42:05 PM,25.638472,-80.394836,PHONE
17-10486488,ANIMAL SERVICES DOG TAG CHECK,Animal_Services,28221 SW 173RD AVE,Miami_Dade_County,33030,District 8,12/26/2017 02:24:14 PM,12/26/2017 04:52:34 PM,25.504233,-80.471007,PHONE
17-10486491,TREE TRIMMING (RAAM),RAAM-27-93,501 SW 22ND RD,City_of_Miami,33129,District 5,12/26/2017 02:25:25 PM,12/26/2017 04:13:21 PM,25.76048,-80.206833,WEB
17-10486499,TREE REMOVAL (RAAM),RAAM-27-93,1770 NW 131ST ST,Miami_Dade_County,33167,District 2,12/26/2017 02:28:17 PM,02/01/2018 04:03:00 PM,25.893744,-80.228814,PHONE
17-10486504,TREE TRIMMING (RAAM),RAAM-27-93,9001 SW 48TH ST,Miami_Dade_County,33165,District 10,12/26/2017 02:29:52 PM,,25.724857,-80.341978,PHONE
17-10486505,DEAD ANIMAL PICKUP MD,Animal_Services,15900 NE 4TH AVE,Miami_Dade_County,33162,District 2,12/26/2017 02:30:09 PM,12/27/2017 12:56:48 PM,25.921108,-80.192004,PHONE
17-10486526,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,10301 NW 7TH AVE,Miami_Dade_County,33150,District 2,12/26/2017 02:30:25 PM,01/29/2018 09:21:05 AM,25.869636,-80.209435,XTERFACE
17-10486513,PET ACCOUNT UPDATE,Animal_Services,7829 N BAYSHORE DR,City_of_Miami,33138,District 3,12/26/2017 02:34:28 PM,12/27/2017 08:41:26 AM,25.846902,-80.173902,PHONE
17-10486527,ILLEGAL DUMPING / LITTER,COM_Code_Enforcement,6315 SW 8TH ST,City_of_Miami,33144,District 6,12/26/2017 02:39:30 PM,12/27/2017 11:31:17 AM,25.763823,-80.2983,PHONE
17-10486530,STRAY / DOG-AT-LARGE,Animal_Services,10725 SW 224TH ST,Miami_Dade_County,33170,District 9,12/26/2017 02:40:34 PM,01/19/2018 12:56:12 PM,25.559297,-80.364888,PHONE
17-10486531,STRAY DOG PICK UP - MD,Animal_Services,1610 NW 179TH TER,City_of_Miami_Gardens,33169,District 1,12/26/2017 02:40:42 PM,12/30/2017 09:15:01 AM,25.938435,-80.228657,PHONE
17-10486546,UNAUTHORIZED USE - RESIDENTIAL / BUSINESS,Regulatory_and_Economic_Resources,9571 NW 13TH AVE,Miami_Dade_County,33147,District 2,12/26/2017 02:42:07 PM,01/09/2018 05:03:05 PM,25.862513,-80.219581,XTERFACE
17-10486547,INJURED ANIMAL,Animal_Services,625 SW 13TH AVE,City_of_Miami,33135,District 5,12/26/2017 02:45:54 PM,12/26/2017 03:22:32 PM,25.767195,-80.215936,PHONE
17-10486559,FAILURE TO OBTAIN A CERTIFICATE OF USE,Regulatory_and_Economic_Resources,16832 SW 110TH CT,Miami_Dade_County,33157,District 9,12/26/2017 02:49:22 PM,,25.612246,-80.372199,XTERFACE
17-10486560,STRAY / DOG-AT-LARGE,Animal_Services,SW 57TH AVE & CORAL WAY,City_of_Coral_Gables,33134,District 6,12/26/2017 02:51:33 PM,01/19/2018 12:57:42 PM,25.748425,-80.287272,PHONE
17-10486568,DEAD ANIMAL PICKUP MD,Animal_Services,190 NW 154TH ST,Miami_Dade_County,33169,District 2,12/26/2017 02:53:24 PM,12/27/2017 12:58:04 PM,25.916034,-80.203515,PHONE
17-10486570,ABANDONED PROPERTY / VEHICLE,Regulatory_and_Economic_Resources,111 NW 1ST ST,City_of_Miami,33128,District 5,12/26/2017 02:53:51 PM,12/28/2017 10:15:49 AM,25.7756,-80.196668,WEB
17-10486575,LOST PET,Animal_Services,4255 SW 154TH AVE,Miami_Dade_County,33185,District 11,12/26/2017 02:54:44 PM,12/27/2017 02:03:42 PM,25.726724,-80.443382,PHONE
17-10486585,PET ACCOUNT UPDATE,Animal_Services,799 E 53RD ST,City_of_Hialeah,33013,District 13,12/26/2017 02:58:57 PM,12/27/2017 08:34:03 AM,25.871251,-80.267145,PHONE
17-10486586,FAILURE TO OBTAIN ZONING PERMIT,Regulatory_and_Economic_Resources,4124 SW 97TH CT,Miami_Dade_County,33165,District 10,12/26/2017 02:59:32 PM,01/11/2018 11:15:05 AM,25.730771,-80.352673,PHONE
17-10486592,TRAFFIC SIGN PAVEMENT MARKINGS FADED,Public_Works_Traffic_Engineering-10-60,200 SE 2ND ST,City_of_Miami,33131,District 5,12/26/2017 03:00:24 PM,12/26/2017 03:17:05 PM,25.772198,-80.189511,PHONE
17-10486597,COMMERCIAL VEHICLE - UNAUTHORIZED,Regulatory_and_Economic_Resources,9770 COLONIAL DR,Miami_Dade_County,33157,District 9,12/26/2017 03:01:24 PM,01/08/2018 12:33:05 PM,25.620769,-80.351205,XTERFACE
17-10486601,INJURED ANIMAL,Animal_Services,527 NW 23RD CT,City_of_Miami,33125,District 5,12/26/2017 03:08:28 PM,12/26/2017 03:49:06 PM,25.778094,-80.233518,PHONE
17-10486602,ILLEGAL DUMPING / LITTER,COM_Code_Enforcement,1524 NW 26TH AVE,City_of_Miami,33125,District 5,12/26/2017 03:08:48 PM,12/27/2017 11:31:21 AM,25.788515,-80.238841,PHONE
17-10486610,VISUAL OBSTRUCTION SAFETY ISSUE (RAAM),RAAM-27-93,NW 14TH AVE & NW 103RD ST,Miami_Dade_County,33147,District 2,12/26/2017 03:12:29 PM,12/28/2017 12:25:39 PM,25.868755,-80.222108,PHONE
17-10486613,STRAY / DOG-AT-LARGE,Animal_Services,1043 NW 7TH AVE,City_of_Florida_City,33034,District 9,12/26/2017 03:12:46 PM,01/19/2018 12:58:05 PM,25.458382,-80.48712,PHONE
17-10486627,BOAT STORAGE,Regulatory_and_Economic_Resources,2295 NW 102ND ST,Miami_Dade_County,33147,District 2,12/26/2017 03:15:27 PM,,25.867735,-80.236157,XTERFACE
17-10486619,STRAY / DOG-AT-LARGE,Animal_Services,208 GRANT DR,City_of_Coral_Gables,33133,District 7,12/26/2017 03:15:50 PM,01/19/2018 12:58:29 PM,25.725074,-80.25962,PHONE
17-10486643,JUNK AND TRASH / OVERGROWTH,Regulatory_and_Economic_Resources,8429 NW 17TH AVE,Miami_Dade_County,33147,District 2,12/26/2017 03:17:15 PM,,25.851888,-80.225346,XTERFACE
17-10486650,OVERGROWTH (SWALE / R-O-W / MEDIAN) (RAAM),RAAM-27-93,NW 62ND ST & NW 32ND AVE,Miami_Dade_County,33147,District 2,12/26/2017 03:24:45 PM,12/26/2017 03:28:32 PM,25.830975,-80.249279,EMAIL
17-10486664,ABANDONED PROPERTY / VEHICLE,Regulatory_and_Economic_Resources,SW 255TH TER & SW 134TH PL,Miami_Dade_County,33032,District 9,12/26/2017 03:31:14 PM,01/03/2018 10:12:05 AM,25.529888,-80.410024,PHONE
17-10486669,TRAFFIC SIGN  CONTROL SIGNS  DOWN DAMAGED  MISSING,Public_Works_Traffic_Engineering-10-60,20131 SW 187TH AVE,Miami_Dade_County,33187,District 8,12/26/2017 03:32:45 PM,12/26/2017 03:47:06 PM,25.578207,-80.494116,PHONE
